Nß lote;T°tulo;Autor;Editorial;A§o;P£blico;Idioma;P†ginas;Resumen_navarra;genero_fix;IA_Tags;Geografia_Autor;Genero_Principal_IA;Subgeneros_Limpios_IA
216C;Cyrano de Bergerac;Rostand, Edmond;Alianza;2016;Adulto;Castellano;414;Inspirado libremente en la vida de Cyrano de Bergerac, peculiar escritor y fil¢sofo gasc¢n del siglo XVII, este drama de capa y espada, pleno de romanticismo, de Edmond Rostand obtuvo durante su estreno en 1897 un Çxito clamoroso. El protagonista, espadach°n temible, polemista violento, brillantemente locuaz y celebre por su desproporcionada nariz, oculta una pasi¢n avasalladora por su prima Roxana, que a su vez est† enamorada de Christian, un guapo cadete carente de ingenio. Mediante un pacto, Cyrano, enajenado por un juego que lo embriaga y angustia, hace intensas declaraciones de amor a su inalcanzable Roxana a travÇs de su rival. S¢lo mucho tiempo despuÇs de la muerte de Christian, cuando ya es imposible recuperar el tiempo perdido, se descubrir† la verdad. La obra ha dado lugar a ¢peras, a pel°culas como las que protagonizaron JosÇ Ferrer (1950) o GÇrard Depardieu (1990), y a memorables interpretaciones teatrales en Espa§a como la de Josep Maria Flotats (1985).;masculino;teatro francÇs, siglo XVII, drama rom†ntico, identidad, amor imposible;Europa, Francia - Par°s;Teatro;Novela Hist¢rica, Rom†ntica
217C;Aya de Yopougon;Abouet, Marguerite;Norma;2007;Juvenil;Castellano;111;Aya, Adjoua y Bintou son tres amigas del barrio de Yopougon, en Costa de Marfil. Son j¢venes, guapas y tienen ganas de hacer cosas: una prefiere bailar, otra salir con chicos, y otra estudiar para ser algo m†s que un ama de casa. Lo £nico que quieren es vivir sus vidas, y eso ya es mucho.A travÇs del dibujo de ClÇment Oubrerie, Marguerite Abouet nos muestra en AYA DE YOPOUGON el d°a a d°a de la gente de µfrica, donde no todo es guerra y violencia, donde tambiÇn hay un espacio para divertirse y vivir en paz, con los peque§os problemas de cada d°a.;femenino;novela gr†fica, vida cotidiana, µfrica urbana, juventud femenina, Costa de Marfil;µfrica, Costa de Marfil - Abiy†n/Yopougon;C¢mic;Juvenil, Social/Pol°tico
219C;Han ez banengo bezala;Drakulic, Slavenka;Pasazaite;2018;Adulto;Euskera;210;Han ez banengo bezala eleberria 1992. urtean girotuta dago, Bosniako gerraren aldirik latzenean, eta gerraren alderdirik izugarrienetako bat erakusten du: emakumeen aurkako bortizkeria. S.-ren ahots indartsuaren oihartzuna ez da aise isilduko irakurlearen buru-zokoan. Suediako erbestetik ari zaigu, gordin baina sotil, apaingarririk batere gabe. Gerrako bere bizipenen kronika egiten du, nola atzeman zuten, nola atxiki zuten esparru batean beste emakume batzuekin batera, nola jasan zituen soldaduen sexu-abusuak... Eta harrigarriena, beharbada, nola ernatu zitzaion bizirik irauteko sena. Esaldi motz eraginkorren bidez, egileak itolarrian darama irakurlea amaieraraino, liburuaren hasierako denborarekin bat egin arte.;femenino;violencia sexual en guerra, Bosnia 1992, exilio, memoria traum†tica, narrativa testimonial;Europa, Bosnia y Herzegovina - Campos de detenci¢n / Suecia;Narrativa;Conflictos BÇlicos/Historia, Biogr†fico/Memorias, Social/Pol°tico
218C;Amek ez dute;Agirre, Katixa;Elkar;2018;Adulto;Euskera;210;"Bi emakume, bi ama gazte: batek (Jade/Alice) bere ume bikiak hil ditu, bere eskuz baineran itota. Bestea, nobelaren narratzailea, bere haurraz erditzerakoan, bat-batean ohartu da ezagutzen duela ama hiltzaile hori, aspaldian haren berri izan ez badu ere; Jade/Alicerekin eta haren ekintzarekin obsesionatuta, gehiago jakitea erabakiko du, hartaz ikertzea eta horri guztiari buruzko eleberri bat idaztea. Sorkuntza esaten diogu artista baten lanaren emaitzari; sorkuntza da halaber haur bat mundura ekartzean ama batek egiten duena. Bi sortze mota, bata bestearekin zerikusirik gabea, kontraesankorrak ere bai agian? Sormenaren bi alderdi horiek eta bien arteko harremanak arakatu ditu Katixa Agirrek bere bigarren nobela honetan, irrikaz irensten den fikzioa erakiz eta aldi berean gogoan luzaroan geratzen diren hausnarketekin aberastuz.";femenino;maternidad, crimen, autoficci¢n, literatura vasca, creaci¢n art°stica;Local;Narrativa;Novela Negra/Misterio, Psicol¢gico/÷ntimo, Social/Pol°tico
222C;Los cuentos del erizo y otros cuentos de las mujeres del S†hara;Herreros, Ana Cristina;Libros de las malas compa§°as;2017;Infantil - 8 a§os;Castellano;89;"Es este libro donde se puede escuchar la voz de las mujeres saharauis, que rescatamos de entre las arenas del desierto en los campamentos de refugiados de Tinduf, y donde se puede ver la fÇrtil imaginaci¢n de las ni§as y ni§os saharauis.
Contiene cuentos casi olvidados, que nos contaron las abuelas, para que las mujeres y ni§as de hoy sepan de donde vienen y ad¢nde van, porque, como dice Khadija Hamdi, ministra de cultura de la RASD: ""el pueblo que pierda su identidad ser† pueblo vac°o, y eso no vamos a permitirlo nunca.""";femenino;literatura oral, cuentos populares, S†hara Occidental, mujeres saharauis, tradici¢n cultural;µfrica, Sahara Occidental - Campamentos de refugiados de Tinduf;Infantil;Tradici¢n Oral/Leyendas, Diversidad/Inclusi¢n
220C;Mi carta m†s larga;BÉ, Mariama;Wanafrica;2019;Adulto;Castellano;137;Ramatoulaye, una mujer de mediana edad y de clase acomodada, escribe una larga carta a su mejor amiga, Aissatou, compartiendo con ella sus anhelos y sufrimientos m†s °ntimos. A lo largo de esta autÇntica ep°stola, la autora expone los episodios m†s significativos de su pasado, reflexionando sobre las razones £ltimas de que su vida y la de sus allegados hayan seguido el curso desgraciado que ha acabado por tocarle en suerte. Tirando de este hilo, nos adentramos en un mundo dominado por las desigualdades entre ricos y pobres, la subordinaci¢n de la mujer, el esp°ritu de clan, el desprecio hacia los descendientes de las castas de artesanos, el orgullo clasista de las antiguas aristocracias y las rivalidades entre las distintas etnias.;femenino;novela epistolar, literatura africana, feminismo, Senegal, desigualdad social;µfrica, Senegal;Narrativa;Social/Pol°tico, Feminismo/LGTBIQ+, Psicol¢gico/÷ntimo
221C;Soweton kondatuak;Kuzwayo, Ellen;Txalaparta ;1996;Adulto;Euskera;154;"Soweton kondatuak. Ellen Kuzwayo 1996
Ipuin hauek Hegoafrika beltz garaikidearen bizitza konplexua aztertzen dute, ahozko istorio-kontalarien teknika tradizionalaren bidez. Hala ere, istoriook ez dira batere tradizionalak. Argi eta garbi erakusten dizkigute arrazismoaren ondorioak eta bera eragin duen egitura legala.
""Apartheidak porrot egingo du, Kuzwayo eta Mandela bezalako milaka eta milaka lagunek hiltzeari, ixilik egoteari uko egin diotelako"" (Ben Okri, New Stateman)
""Ellen Kuzwayo sortzen ari den Hegoafrika berrian sinesteko adoreaematen didan jende horretakoa da"" (Nadine Gordimer, Literatur Nobel Saria)";femenino;apartheid, narrativa oral, Sud†frica, relatos sociales, resistencia;µfrica, Sud†frica - Soweto;Narrativa;Social/Pol°tico, Tradici¢n Oral/Leyendas, Relatos/Cuentos, Conflictos BÇlicos/Historia
657N;F†brica de prodigios;AndrÇs Escapa, Pablo;P†ginas de espuma;2019;Adulto;Castellano;251;La aventura inesperada y la gran perplejidad recorren las p†ginas de este libro. Tres historias extraordinarias que, en un juego narrativo sorprendente, llevan a sus proprios protagonistas a reescribir lo sucedido para comprender la realidad. Tres relatos intensos, construidos con un pulso magistral donde la iron°a y la inquietud, lo ins¢lito y lo com£n, la reflexi¢n y lo imprevisto se entrecruzan para ofrecer al lector una f†bula esencial: la literatura como remedio frente a las insuficiencias de la vida.;masculino;relato breve, metaliteratura, narrativa espa§ola contempor†nea, estructura fragmentaria, ficci¢n reflexiva;Europa, Espa§a;Narrativa;Relatos/Cuentos, Psicol¢gico/÷ntimo
668N;Romeo y Julieta;O'Callaghan i Duch, Elena;Almadraba;2009;Adulto;Castellano;149;Obra adaptada seg£n las directrices de Lectura F†cil. Nivel B2. Adaptaci¢n a cargo de Elena O'Callaghan i Duch con ilustraciones de PenÇlope Tidor. Romeo y Julieta est† ambientada en Verona (Italia) en el siglo XIV y se basa en hechos reales: las rivalidades entre familias nobles de dicha ciudad. Cuenta la dram†tica historia de dos amantes, Romeo Montesco y Julieta Capuleto, cuyas familias viven enfrentadas desde hace muchos a§os. Romeo y Julieta se enamoran, pero saben que el odio entre sus familias har† imposible su matrimonio. Por ello, deciden casarse en secreto.;femenino;adaptaci¢n, Lectura F†cil, literatura juvenil, Verona, siglo XIV;Europa, Italia - Verona;Teatro;Rom†ntica, Cl†sicos
667N;Un enemigo del pueblo;Llorente, Silvia;Almadraba;2018;Adulto;Castellano;138;El personaje central es el doctor Tomas Stockman. Este mÇdico impulsa la creaci¢n de un balneario en el pueblo, porque sus aguas son muy beneficiosas para la salud. El balneario atrae a mucha gente, y la gente gasta dinero. Todo va bien hasta el d°a en el que el propio doctor descubre que las aguas est†n infectadas. A partir de ese momento, el doctor se convertir† en un enemigo del pueblo.;femenino;adaptaci¢n juvenil, drama social, Çtica profesional, salud p£blica, conflicto comunitario;Europa, Noruega;Teatro;Social/Pol°tico, Conflictos BÇlicos/Historia
666N;Moby Dick;Lorman, Josep;Almadraba;2006;Adulto;Castellano;156;Moby Dick es la novela m†s ambiciosa de Melville. Narra la obsesi¢n de un hombre, el capit†n Ahab, por matar a Moby Dick, una ballena en la que ve la encarnaci¢n del Mal. Ahab act£a movido por el odio hacia el animal que, una vez, le arranc¢ una pierna. Pero, por encima del resentimiento, predomina su convicci¢n de que Moby Dick es un ser malÇfico que el destino ha decidido poner ante Çl para que lo mate o para que muera en el intento.;masculino;adaptaci¢n juvenil, novela de aventuras, siglo XIX, ocÇano, obsesi¢n;AmÇrica, Estados Unidos - OcÇano Atl†ntico y Mar del Sur;Narrativa;Aventuras, Cl†sicos
665N;El misterio del cuarto amarillo;Fern†ndez, David;Almadraba;2010;Adulto;Castellano;164;En El misterio del cuarto amarillo, como en todas las novelas policiacas, hay suspense, intriga y emoci¢n. Los hechos suceden en una estancia del castillo del Glandier: el cuarto amarillo. La puerta est† cerrada por dentro y la £nica ventana que hay tiene barrotes. ®QuiÇn ha intentado asesinar a Matilde Stangerson? ®C¢mo pudo entrar el criminal en ese cuarto? Y sobre todo, ®c¢mo pudo salir? Ese es el principal misterio con el que se enfrentan la polic°a y el periodista Rouletabille, cuyas sospechas recaen sobre varios personajes. Y ese es tambiÇn el enigma que atrae al lector desde las primeras p†ginas y le mantiene en vilo hasta la sorpresa final.;masculino;novela policiaca, cuarto cerrado, investigaci¢n criminal, castillo, suspense;Europa, Francia - Castillo del Glandier;Narrativa;Novela Negra/Misterio
664N;El misterio del camino de Santiago;Morillo Grande, Fernando;Gaumin;2014;Adulto;Castellano;78;"Ulises es un viejo marinero.
Su barco naufrag¢ y todos sus compa§eros se ahogaron.
Ahora la vida le da miedo.
Kemen es un joven que siempre sonr°e,
pero que esconde un terrible secreto.
Ambos se encontrar†n en el Camino de Santiago.
Marchar†n juntos para cumplir una promesa,
mientras descubren el verdadero misterio del viaje,
que solo conoce quien lo recorre,
y que les cambiar† la vida.";masculino;literatura juvenil, Camino de Santiago, aventura, superaci¢n personal, narrativa espa§ola contempor†nea;Europa, Espa§a - Camino de Santiago;Narrativa;Aventuras, Psicol¢gico/÷ntimo
663N;La m£sica del viento;Heras, Ignacio de las;La mar de f†cil;2011;Adulto;Castellano;92;Un periodista encuentra en una alfombra tra°da de India un mensaje de socorro del ni§o que la ha tejido. Un viaje a la tienda donde fue comprada la alfombra enfrentar† al protagonista con la realidad de los ni§os esclavos que son vendidos por sus propios padres.;masculino;explotaci¢n infantil, periodismo de investigaci¢n, trata de personas, India, denuncia social;Asia, India;Narrativa;Social/Pol°tico, Conflictos BÇlicos/Historia
662N;Mucho ruido y pocas nueces;Mart° Constans, N£ria;La mar de f†cil;2018;Adulto;Castellano;126;Mucho ruido y pocas nueces es una comedia rom†ntica, donde la verdad y el amor triunfan finalmente sobre los enga§os y los malentendidos. Adaptaci¢n de la conocida obra de teatro de William Shakespeare.;femenino;adaptaci¢n literaria, f†cil lectura, comedia rom†ntica, Shakespeare, accesibilidad;Europa, Espa§a;Teatro;Rom†ntica, Humor/S†tira, Cl†sicos
661N;Bajo el mismo cielo: el Winnipeg rumbo a Chile;Mart° Constans, N£ria;La mar de f†cil;2011;Adulto;Castellano;80;"Historia de una madre y una hija que huyen de la Guerra Civil Espa§ola a bordo de un barco, el Winnipeg. Un barco que el escritor Pablo Neruda hizo salir de un puerto de Francia el 1939 rumbo a Chile. Durante el viaje, se mezclan el miedo y la esperanza, hay enamoramiento y alegr°a. Es una historia de una nueva vida en un nuevo pa°s. Es una historia de amistad, de solidaridad y de amor.
Bajo el mismo cieloˇes un libro de Lectura F†cil. Sigue las directrices internacionales de la IFLA (International Federation of Library Associations and Institutions) en cuanto al contenido, al lenguaje y a la forma para facilitar su comprensi¢n.
Se identifica con el logo LF que otorga la Asociaci¢n Lectura F†cil.";femenino;Lectura F†cil, exilio espa§ol, Guerra Civil Espa§ola, migraci¢n, narrativa hist¢rica;"Europa, Francia - Puerto de embarque; AmÇrica, Chile - Destino";Narrativa;Novela Hist¢rica, Conflictos BÇlicos/Historia
660N;Siete d°as en el lago;Mart° Constans, N£ria;La mar de f†cil;2014;Adulto;Castellano;116;Una joven atrapada entre dos pasiones, entre dos hombres muy distintos, un inglÇs alto, fuerte y un poco fachenda, y un catal†n peque§o e introvertido. ®Con cu†l se quedar†? Historia situada en el lago de Ba§olas, un mes de enero, durante los entrenamientos del equipo de remo de la Universidad de Cambridge. Ondina deber† escoger entre Patrick y Jordi. Un tri†ngulo amoroso en Lectura F†cil en un escenario id°lico.;femenino;Lectura F†cil, novela rom†ntica, tri†ngulo amoroso, Catalu§a, inclusi¢n lectora.;Europa, Espa§a - Catalu§a/Banyoles;Narrativa;Rom†ntica, Diversidad/Inclusi¢n
659N;King Kong teoria;Despentes, Virginie;Elkar;2017;Adulto;Euskera;142;Despentes puta, Despentes proletarioa, Despentes punka, heteroaraudiaren bazterbideetatik abiatu, eta haren muinera heltzen da. Patriarkatu kapitalistaren kanpoko zirkulu marjinaletan dabilelarik, zirimola estutuz-estutuz joan, eta hara non begi-begiraino iristen den: XIX. mendean politikoki inposatzen diren genero-ereduen kontrako piztia da King Kong, generoen aurreko kaosa.;femenino;ensayo feminista, cr°tica de gÇnero, autobiograf°a, teor°a social, marginalidad;Europa, Francia;No Ficci¢n;Feminismo/LGTBIQ+, Biogr†fico/Memorias, Social/Pol°tico
658N;Aldamenekoa;Gorostitzu Mujika, Ainara;Elkar;2012;Adulto;Euskera;190;Euskal Herrian azken aldian izan dugun immigrazioa aztertu du, hamar erreportaje luzeren bidez. Horietako bakoitzean, bere lurraldetik alde egin duen pertsona bat ezagutuko dugu sakonean: bere zirkunstantziak, gorabeherak, arazoak, ametsak, nahi eta ezinak? Gure gizartearen parte diren gizon-emakumeak, aldamenean izan arren ezezagunak zaizkigunak, sarritan baita ikusezinak ere.;femenino;inmigraci¢n, reportaje, sociedad vasca, siglo XXI, testimonio;Local;No Ficci¢n;Social/Pol°tico, Biogr†fico/Memorias
656N;Misericordia;PÇrez Gald¢s, Benito;Alianza;2020;Adulto;Castellano;343;En su dilatada trayectoria, Gald¢s siempre se mostr¢ como un hombre entregado a la tarea de escribir. Uno entre los muchos hitos de esta trayectoria es esta novela, Misericordia, que por la precisi¢n de sus descripciones y el n°tido perfil psicol¢gico de sus personajes se erige en una muestra se§era del naturalismo espa§ol. La historia de Benigna, la fiel sirvienta que mendiga para mantener a su se§ora sin que Çsta lo sepa, permite a Gald¢s profundizar en un tema que le interesa especialmente: la religiosidad hip¢crita y rutinaria de la burgues°a en contraposici¢n a la generosidad y la altura moral de una persona humilde.;masculino;naturalismo espa§ol, Madrid siglo XIX, cr°tica social, psicolog°a de personajes, pobreza urbana;Europa, Espa§a - Madrid;Narrativa;Social/Pol°tico, Psicol¢gico/÷ntimo
